,dataset,trial,n_samples,d_dimensions,nu,gamma,scorer,value
385,tstudent,3,1000,50,3,71.01306810268267,tka,1.0
386,tstudent,3,1000,50,3,1.3000634217680314,ctka,1.0000000000000127
387,tstudent,4,1000,50,1,0.007101306810268272,hsic,0.02048194175368963
388,tstudent,4,1000,50,1,71.01306810268267,tka,1.0
389,tstudent,4,1000,50,1,3.0033151226180674,ctka,1.0000000000000198
390,tstudent,4,1000,50,2,0.007793675457656852,hsic,0.021028776322738703
391,tstudent,4,1000,50,2,71.01306810268267,tka,1.0
392,tstudent,4,1000,50,2,2.7365088846080066,ctka,1.0000000000000298
393,tstudent,4,1000,50,3,0.00855354919343192,hsic,0.023100301402590125
394,tstudent,4,1000,50,3,71.01306810268267,tka,1.0
395,tstudent,4,1000,50,3,71.01306810268267,ctka,1.0000000000000306
396,tstudent,5,1000,50,1,0.00855354919343192,hsic,0.01711633217296543
397,tstudent,5,1000,50,1,71.01306810268267,tka,1.0
398,tstudent,5,1000,50,1,3.2961346394599556,ctka,1.0000000000000178
399,tstudent,5,1000,50,2,0.009387509680375664,hsic,0.01721920039409908
400,tstudent,5,1000,50,2,71.01306810268267,tka,1.0
401,tstudent,5,1000,50,2,71.01306810268267,ctka,1.0000000000000306
402,tstudent,5,1000,50,3,0.010302780285266398,hsic,0.01885754076419472
403,tstudent,5,1000,50,3,71.01306810268267,tka,1.0
404,tstudent,5,1000,50,3,2.271897751350802,ctka,1.0000000000000293
405,tstudent,1,1000,100,1,0.0060773068043592955,hsic,0.021216282216682723
406,tstudent,1,1000,100,1,60.77306804359298,tka,1.0
407,tstudent,1,1000,100,1,1.3401256050114625,ctka,1.0000000000000253
408,tstudent,1,1000,100,2,0.0060773068043592955,hsic,0.021521922556839428
409,tstudent,1,1000,100,2,60.77306804359298,tka,1.0
410,tstudent,1,1000,100,2,60.77306804359298,ctka,1.0000000000000306
411,tstudent,1,1000,100,3,0.0060773068043592955,hsic,0.024128413910955993
412,tstudent,1,1000,100,3,60.77306804359298,tka,1.0
413,tstudent,1,1000,100,3,60.77306804359298,ctka,1.0000000000000306
414,tstudent,2,1000,100,1,0.0060773068043592955,hsic,0.02177920736378963
415,tstudent,2,1000,100,1,60.77306804359298,tka,1.0
416,tstudent,2,1000,100,1,1.771567181377585,ctka,0.9999999999999949
417,tstudent,2,1000,100,2,0.0060773068043592955,hsic,0.0230219487889868
418,tstudent,2,1000,100,2,60.77306804359298,tka,1.0
419,tstudent,2,1000,100,2,1.221072539803182,ctka,0.9999999999999786
420,tstudent,2,1000,100,3,0.0060773068043592955,hsic,0.026777514888193677
421,tstudent,2,1000,100,3,60.77306804359298,tka,1.0
422,tstudent,2,1000,100,3,60.77306804359298,ctka,1.0000000000000306
423,tstudent,3,1000,100,1,0.0060773068043592955,hsic,0.022132767315434284
424,tstudent,3,1000,100,1,60.77306804359298,tka,1.0
425,tstudent,3,1000,100,1,60.77306804359298,ctka,1.0000000000000306
426,tstudent,3,1000,100,2,0.0060773068043592955,hsic,0.023882810859576564
427,tstudent,3,1000,100,2,60.77306804359298,tka,1.0
428,tstudent,3,1000,100,2,60.77306804359298,ctka,1.0000000000000306
429,tstudent,3,1000,100,3,0.0060773068043592955,hsic,0.027598111465815044
430,tstudent,3,1000,100,3,60.77306804359298,tka,1.0
431,tstudent,3,1000,100,3,60.77306804359298,ctka,1.0000000000000306
432,tstudent,4,1000,100,1,0.0060773068043592955,hsic,0.02289557872195253
433,tstudent,4,1000,100,1,60.77306804359298,tka,1.0
434,tstudent,4,1000,100,1,60.77306804359298,ctka,1.0000000000000306
435,tstudent,4,1000,100,2,0.0060773068043592955,hsic,0.024399477777307048
436,tstudent,4,1000,100,2,60.77306804359298,tka,1.0
437,tstudent,4,1000,100,2,0.9236965966450971,ctka,0.9999999999999682
438,tstudent,4,1000,100,3,0.0060773068043592955,hsic,0.028444300847609884
439,tstudent,4,1000,100,3,60.77306804359298,tka,1.0
440,tstudent,4,1000,100,3,60.77306804359298,ctka,1.0000000000000306
441,tstudent,5,1000,100,1,0.0060773068043592955,hsic,0.020564238676730656
442,tstudent,5,1000,100,1,60.77306804359298,tka,1.0
443,tstudent,5,1000,100,1,1.4707861971057152,ctka,1.000000000000016
444,tstudent,5,1000,100,2,0.0060773068043592955,hsic,0.021876991083192767
445,tstudent,5,1000,100,2,60.77306804359298,tka,1.0
446,tstudent,5,1000,100,2,0.9236965966450971,ctka,1.0000000000000038
447,tstudent,5,1000,100,3,0.0060773068043592955,hsic,0.02472566551424803
448,tstudent,5,1000,100,3,60.77306804359298,tka,1.0
449,tstudent,5,1000,100,3,60.77306804359298,ctka,1.0000000000000306
450,tstudent,1,5000,2,1,0.26110097323656295,hsic,0.0018868814636637476
451,tstudent,1,5000,2,1,0.08549879733383485,tka,0.8797539547166783
452,tstudent,1,5000,2,1,854.9879733383481,ctka,0.6402640957701027
453,tstudent,1,5000,2,2,0.3451601204259402,hsic,0.0009020783955785472
454,tstudent,1,5000,2,2,0.08549879733383485,tka,0.9003877202718238
455,tstudent,1,5000,2,2,854.9879733383481,ctka,0.6204145273612208
456,tstudent,1,5000,2,3,854.9879733383481,hsic,0.00019985248232541253
457,tstudent,1,5000,2,3,0.08549879733383485,tka,0.9266538794611798
458,tstudent,1,5000,2,3,854.9879733383481,ctka,0.5849829104824252
459,tstudent,2,5000,2,1,0.2865579957961635,hsic,0.002038041119175886
460,tstudent,2,5000,2,1,0.08549879733383485,tka,0.8738010459766296
461,tstudent,2,5000,2,1,854.9879733383481,ctka,0.6437963842099932
462,tstudent,2,5000,2,2,0.37881280606490375,hsic,0.0010627982978837084
463,tstudent,2,5000,2,2,0.08549879733383485,tka,0.8978215958508987
464,tstudent,2,5000,2,2,854.9879733383481,ctka,0.6211163808364104
465,tstudent,2,5000,2,3,0.37881280606490375,hsic,0.0003651026598656671
466,tstudent,2,5000,2,3,0.08549879733383485,tka,0.9258913532158077
467,tstudent,2,5000,2,3,854.9879733383481,ctka,0.5878638936945735
468,tstudent,3,5000,2,1,0.2865579957961635,hsic,0.0020537652637673486
469,tstudent,3,5000,2,1,0.08549879733383485,tka,0.8775637549113439
470,tstudent,3,5000,2,1,854.9879733383481,ctka,0.6459341444205103
471,tstudent,3,5000,2,2,0.37881280606490375,hsic,0.0008789233052471666
472,tstudent,3,5000,2,2,0.08549879733383485,tka,0.899273373420502
473,tstudent,3,5000,2,2,854.9879733383481,ctka,0.6229979957256794
474,tstudent,3,5000,2,3,854.9879733383481,hsic,0.00019983100825945882
475,tstudent,3,5000,2,3,0.08549879733383485,tka,0.9269024987573089
476,tstudent,3,5000,2,3,854.9879733383481,ctka,0.5799444989806437
477,tstudent,4,5000,2,1,0.23790548239866338,hsic,0.002675739390973537
478,tstudent,4,5000,2,1,0.08549879733383485,tka,0.8753004639790073
479,tstudent,4,5000,2,1,854.9879733383481,ctka,0.6508732004972181
480,tstudent,4,5000,2,2,0.3144970466284536,hsic,0.001388562427361231
481,tstudent,4,5000,2,2,0.08549879733383485,tka,0.8965884102132236
482,tstudent,4,5000,2,2,854.9879733383481,ctka,0.6355774447770473
483,tstudent,4,5000,2,3,0.2865579957961635,hsic,0.0006220925227373513
484,tstudent,4,5000,2,3,0.08549879733383485,tka,0.9254500007357678
485,tstudent,4,5000,2,3,854.9879733383481,ctka,0.5921572823321289
486,tstudent,5,5000,2,1,0.26110097323656295,hsic,0.0021785541904350324
487,tstudent,5,5000,2,1,0.08549879733383485,tka,0.8848846448416414
488,tstudent,5,5000,2,1,854.9879733383481,ctka,0.641838406453381
489,tstudent,5,5000,2,2,0.3144970466284536,hsic,0.0012142479422181595
490,tstudent,5,5000,2,2,0.08549879733383485,tka,0.9051341236394189
491,tstudent,5,5000,2,2,854.9879733383481,ctka,0.6074503080687593
492,tstudent,5,5000,2,3,0.3144970466284536,hsic,0.00068291253931963
493,tstudent,5,5000,2,3,0.08549879733383485,tka,0.9309277193508705
494,tstudent,5,5000,2,3,854.9879733383481,ctka,0.5787928721079736
495,tstudent,1,5000,3,1,0.1690252537490922,hsic,0.0029861308284962556
496,tstudent,1,5000,3,1,607.4452664515321,tka,0.9889334885380988
497,tstudent,1,5000,3,1,607.4452664515321,ctka,0.9889357083589443
498,tstudent,1,5000,3,2,0.22344143806083683,hsic,0.001524729843840847
499,tstudent,1,5000,3,2,607.4452664515321,tka,0.9863694679051057
500,tstudent,1,5000,3,2,607.4452664515321,ctka,0.9863720162096803
501,tstudent,1,5000,3,3,0.20359151653392055,hsic,0.000680955619454376
502,tstudent,1,5000,3,3,607.4452664515321,tka,0.9873676072893683
503,tstudent,1,5000,3,3,607.4452664515321,ctka,0.9873700817406249
504,tstudent,2,5000,3,1,0.1690252537490922,hsic,0.0031387207602793414
505,tstudent,2,5000,3,1,607.4452664515321,tka,0.9877757178912601
506,tstudent,2,5000,3,1,607.4452664515321,ctka,0.9877783457475219
507,tstudent,2,5000,3,2,0.20359151653392055,hsic,0.0016746926578453344
508,tstudent,2,5000,3,2,607.4452664515321,tka,0.9863585317351243
509,tstudent,2,5000,3,2,607.4452664515321,ctka,0.9863614006673911
510,tstudent,2,5000,3,3,0.18550500732677916,hsic,0.000832284987470225
511,tstudent,2,5000,3,3,607.4452664515321,tka,0.9857159722118624
512,tstudent,2,5000,3,3,607.4452664515321,ctka,0.9857190362444573
513,tstudent,3,5000,3,1,0.1690252537490922,hsic,0.002659631676507154
514,tstudent,3,5000,3,1,607.4452664515321,tka,0.9897520803119317
515,tstudent,3,5000,3,1,607.4452664515321,ctka,0.9897539422987294
516,tstudent,3,5000,3,2,0.20359151653392055,hsic,0.0012668889466518917
517,tstudent,3,5000,3,2,607.4452664515321,tka,0.9882659176179027
518,tstudent,3,5000,3,2,607.4452664515321,ctka,0.9882682385158623
519,tstudent,3,5000,3,3,0.22344143806083683,hsic,0.0004954424358107882
520,tstudent,3,5000,3,3,607.4452664515321,tka,0.9867182707468276
521,tstudent,3,5000,3,3,607.4452664515321,ctka,0.9867209259655964
522,tstudent,4,5000,3,1,0.1690252537490922,hsic,0.0033194912682272095
523,tstudent,4,5000,3,1,607.4452664515321,tka,0.9899814149586551
524,tstudent,4,5000,3,1,607.4452664515321,ctka,0.9899835014649876
525,tstudent,4,5000,3,2,0.18550500732677916,hsic,0.0017444315502993827
526,tstudent,4,5000,3,2,607.4452664515321,tka,0.9895384028050238
527,tstudent,4,5000,3,2,607.4452664515321,ctka,0.9895405721890635
528,tstudent,4,5000,3,3,0.1690252537490922,hsic,0.0010063682876400959
529,tstudent,4,5000,3,3,607.4452664515321,tka,0.9871573775657345
530,tstudent,4,5000,3,3,607.4452664515321,ctka,0.9871599611539374
531,tstudent,5,5000,3,1,0.1690252537490922,hsic,0.003073429186198835
532,tstudent,5,5000,3,1,607.4452664515321,tka,0.9874269351626863
533,tstudent,5,5000,3,1,607.4452664515321,ctka,0.9874295719934201
534,tstudent,5,5000,3,2,0.18550500732677916,hsic,0.0018169703141704045
535,tstudent,5,5000,3,2,607.4452664515321,tka,0.985928481079079
536,tstudent,5,5000,3,2,607.4452664515321,ctka,0.9859323104734166
537,tstudent,5,5000,3,3,0.1690252537490922,hsic,0.0012247258298293089
538,tstudent,5,5000,3,3,607.4452664515321,tka,0.9864828050531708
539,tstudent,5,5000,3,3,607.4452664515321,ctka,0.9864856227482897
540,tstudent,1,5000,10,1,0.0456237347389307,hsic,0.007197594145982815
541,tstudent,1,5000,10,1,197.49425643628743,tka,1.0
542,tstudent,1,5000,10,1,136.12513024522974,ctka,1.0000000000004994
543,tstudent,1,5000,10,2,0.0456237347389307,hsic,0.005660758870946914
544,tstudent,1,5000,10,2,197.49425643628743,tka,1.0
545,tstudent,1,5000,10,2,64.67046520866043,ctka,1.0000000000003684
546,tstudent,1,5000,10,3,0.0415706478890061,hsic,0.0054088260101456944
547,tstudent,1,5000,10,3,197.49425643628743,tka,1.0
548,tstudent,1,5000,10,3,70.97575573036643,ctka,1.0000000000004998
549,tstudent,2,5000,10,1,0.0415706478890061,hsic,0.007071984921876002
550,tstudent,2,5000,10,1,197.49425643628743,tka,1.0
551,tstudent,2,5000,10,1,113.01347459384304,ctka,1.00000000000023
552,tstudent,2,5000,10,2,0.0456237347389307,hsic,0.00568442238669492
553,tstudent,2,5000,10,2,197.49425643628743,tka,1.0
554,tstudent,2,5000,10,2,77.89580429401393,ctka,1.000000000000499
555,tstudent,2,5000,10,3,0.0415706478890061,hsic,0.0053899513881194745
556,tstudent,2,5000,10,3,197.49425643628743,tka,1.0
557,tstudent,2,5000,10,3,197.49425643628743,ctka,1.0000000000004994
558,tstudent,3,5000,10,1,0.0415706478890061,hsic,0.006922041667270125
559,tstudent,3,5000,10,1,197.49425643628743,tka,1.0
560,tstudent,3,5000,10,1,136.12513024522974,ctka,1.0000000000005
561,tstudent,3,5000,10,2,0.0456237347389307,hsic,0.005468385580382981
562,tstudent,3,5000,10,2,197.49425643628743,tka,1.0
563,tstudent,3,5000,10,2,93.82577204344503,ctka,1.0000000000005007
564,tstudent,3,5000,10,3,0.0415706478890061,hsic,0.005217308574996249
565,tstudent,3,5000,10,3,197.49425643628743,tka,1.0
566,tstudent,3,5000,10,3,197.49425643628743,ctka,1.0000000000004994
567,tstudent,4,5000,10,1,0.0415706478890061,hsic,0.007287272801472816
568,tstudent,4,5000,10,1,197.49425643628743,tka,1.0
569,tstudent,4,5000,10,1,113.01347459384304,ctka,1.0000000000004987
570,tstudent,4,5000,10,2,0.0415706478890061,hsic,0.0057181673698975186
571,tstudent,4,5000,10,2,197.49425643628743,tka,1.0
572,tstudent,4,5000,10,2,70.97575573036643,ctka,1.0000000000005005
573,tstudent,4,5000,10,3,0.0415706478890061,hsic,0.005331440889707251
574,tstudent,4,5000,10,3,197.49425643628743,tka,1.0
575,tstudent,4,5000,10,3,64.67046520866043,ctka,1.0000000000004987
576,tstudent,5,5000,10,1,0.0415706478890061,hsic,0.007020594706276851
577,tstudent,5,5000,10,1,197.49425643628743,tka,1.0
578,tstudent,5,5000,10,1,85.49054904976894,ctka,1.0000000000004996
579,tstudent,5,5000,10,2,0.0456237347389307,hsic,0.005701421618548096
580,tstudent,5,5000,10,2,197.49425643628743,tka,1.0
581,tstudent,5,5000,10,2,85.49054904976894,ctka,1.0000000000004985
582,tstudent,5,5000,10,3,0.0456237347389307,hsic,0.0054714223924614116
583,tstudent,5,5000,10,3,197.49425643628743,tka,1.0
584,tstudent,5,5000,10,3,197.49425643628743,ctka,1.0000000000004994
585,tstudent,1,5000,50,1,0.008272372743324881,hsic,0.018560584810331245
586,tstudent,1,5000,50,1,75.37477948422554,tka,1.0
587,tstudent,1,5000,50,1,5.075851208415204,ctka,1.0000000000004998
588,tstudent,1,5000,50,2,0.008272372743324881,hsic,0.0186893594253439
589,tstudent,1,5000,50,2,75.37477948422554,tka,1.0
590,tstudent,1,5000,50,2,1.6621124325407908,ctka,0.9999999999988837
591,tstudent,1,5000,50,3,0.00907891887349746,hsic,0.02090210668533873
592,tstudent,1,5000,50,3,75.37477948422554,tka,1.0
593,tstudent,1,5000,50,3,2.002020309303519,ctka,1.0000000000005
594,tstudent,2,5000,50,1,0.007537477948422559,hsic,0.017451044640495683
595,tstudent,2,5000,50,1,75.37477948422554,tka,1.0
596,tstudent,2,5000,50,1,4.624926576691734,ctka,1.0000000000004998
597,tstudent,2,5000,50,2,0.008272372743324881,hsic,0.017648249812258245
598,tstudent,2,5000,50,2,75.37477948422554,tka,1.0
599,tstudent,2,5000,50,2,3.498587347900066,ctka,1.0000000000005007
600,tstudent,2,5000,50,3,0.00907891887349746,hsic,0.019788981983570948
601,tstudent,2,5000,50,3,75.37477948422554,tka,1.0
602,tstudent,2,5000,50,3,2.002020309303519,ctka,1.0000000000004998
603,tstudent,3,5000,50,1,0.007537477948422559,hsic,0.017735470298602278
604,tstudent,3,5000,50,1,75.37477948422554,tka,1.0
605,tstudent,3,5000,50,1,4.624926576691734,ctka,1.0000000000004998
606,tstudent,3,5000,50,2,0.008272372743324881,hsic,0.017969589430075265
607,tstudent,3,5000,50,2,75.37477948422554,tka,1.0
608,tstudent,3,5000,50,2,3.498587347900066,ctka,1.0000000000005
609,tstudent,3,5000,50,3,0.00907891887349746,hsic,0.02002514499101746
610,tstudent,3,5000,50,3,75.37477948422554,tka,1.0
611,tstudent,3,5000,50,3,2.002020309303519,ctka,1.0000000000004996
612,tstudent,4,5000,50,1,0.007537477948422559,hsic,0.017973949907918937
613,tstudent,4,5000,50,1,75.37477948422554,tka,1.0
614,tstudent,4,5000,50,1,75.37477948422554,ctka,1.0000000000004994
615,tstudent,4,5000,50,2,0.008272372743324881,hsic,0.018484178601531093
616,tstudent,4,5000,50,2,75.37477948422554,tka,1.0
617,tstudent,4,5000,50,2,3.839695295289949,ctka,1.0000000000005
618,tstudent,4,5000,50,3,0.00907891887349746,hsic,0.020509666056957154
619,tstudent,4,5000,50,3,75.37477948422554,tka,1.0
620,tstudent,4,5000,50,3,2.1972148179526383,ctka,1.0000000000004998
621,tstudent,5,5000,50,1,0.008272372743324881,hsic,0.01751036487405024
622,tstudent,5,5000,50,1,75.37477948422554,tka,1.0
623,tstudent,5,5000,50,1,4.214060846450215,ctka,1.000000000000501
624,tstudent,5,5000,50,2,0.008272372743324881,hsic,0.018049261535161565
625,tstudent,5,5000,50,2,75.37477948422554,tka,1.0
626,tstudent,5,5000,50,2,1.6621124325407908,ctka,0.9999999999989643
627,tstudent,5,5000,50,3,0.009964102255675076,hsic,0.020140234676653726
628,tstudent,5,5000,50,3,75.37477948422554,tka,1.0
629,tstudent,5,5000,50,3,2.002020309303519,ctka,1.000000000000498
630,tstudent,1,5000,100,1,0.006268345016666019,hsic,0.02170876025418448
631,tstudent,1,5000,100,1,62.68345016666018,tka,1.0
632,tstudent,1,5000,100,1,2.4155246756965396,ctka,1.0000000000005003
633,tstudent,1,5000,100,2,0.006268345016666019,hsic,0.023112334457582397
634,tstudent,1,5000,100,2,62.68345016666018,tka,1.0
635,tstudent,1,5000,100,2,2.0054110220195587,ctka,1.0000000000004994
636,tstudent,1,5000,100,3,0.006268345016666019,hsic,0.02627674406983918
637,tstudent,1,5000,100,3,62.68345016666018,tka,1.0
638,tstudent,1,5000,100,3,0.5451886826309418,ctka,0.9999999999997304
639,tstudent,2,5000,100,1,0.006268345016666019,hsic,0.020098085196582044
640,tstudent,2,5000,100,1,62.68345016666018,tka,1.0
641,tstudent,2,5000,100,1,1.0456229689655896,ctka,0.9999999999974047
642,tstudent,2,5000,100,2,0.006268345016666019,hsic,0.021640396881373442
643,tstudent,2,5000,100,2,62.68345016666018,tka,1.0
644,tstudent,2,5000,100,2,0.8680945584775468,ctka,0.9999999999987492
645,tstudent,2,5000,100,3,0.006268345016666019,hsic,0.02501951157087653
646,tstudent,2,5000,100,3,62.68345016666018,tka,1.0
647,tstudent,2,5000,100,3,0.9527327062603471,ctka,1.0000000000004998
648,tstudent,3,5000,100,1,0.006268345016666019,hsic,0.020677510311362148
649,tstudent,3,5000,100,1,62.68345016666018,tka,1.0
650,tstudent,3,5000,100,1,2.2009361209726337,ctka,1.0000000000004994
651,tstudent,3,5000,100,2,0.006268345016666019,hsic,0.021897859976235348
652,tstudent,3,5000,100,2,62.68345016666018,tka,1.0
653,tstudent,3,5000,100,2,0.7909754304712602,ctka,0.999999999998996
654,tstudent,3,5000,100,3,0.006268345016666019,hsic,0.025289503012924083
655,tstudent,3,5000,100,3,62.68345016666018,tka,1.0
656,tstudent,3,5000,100,3,1.0456229689655896,ctka,1.0000000000004998
657,tstudent,4,5000,100,1,0.006268345016666019,hsic,0.02087327965013615
658,tstudent,4,5000,100,1,62.68345016666018,tka,1.0
659,tstudent,4,5000,100,1,62.68345016666018,ctka,1.0000000000004994
660,tstudent,4,5000,100,2,0.006268345016666019,hsic,0.02231461342231673
661,tstudent,4,5000,100,2,62.68345016666018,tka,1.0
662,tstudent,4,5000,100,2,2.0054110220195587,ctka,1.0000000000005
663,tstudent,4,5000,100,3,0.006268345016666019,hsic,0.025820147050216305
664,tstudent,4,5000,100,3,62.68345016666018,tka,1.0
665,tstudent,4,5000,100,3,0.5451886826309418,ctka,0.9999999999996324
666,tstudent,5,5000,100,1,0.006268345016666019,hsic,0.020632547818431893
667,tstudent,5,5000,100,1,62.68345016666018,tka,1.0
668,tstudent,5,5000,100,1,1.0456229689655896,ctka,0.999999999998269
669,tstudent,5,5000,100,2,0.006268345016666019,hsic,0.02185136915003474
670,tstudent,5,5000,100,2,62.68345016666018,tka,1.0
671,tstudent,5,5000,100,2,1.5170198948316442,ctka,1.0000000000004967
672,tstudent,5,5000,100,3,0.006268345016666019,hsic,0.02480020797519157
673,tstudent,5,5000,100,3,62.68345016666018,tka,1.0
674,tstudent,5,5000,100,3,1.1475699176109189,ctka,1.0000000000004998
675,gauss,1,500,2,,0.48925555277647514,hsic,0.026471141470857194
676,gauss,1,500,2,,0.039685026299205,tka,0.9929740334282028
677,gauss,1,500,2,,396.85026299204964,ctka,0.7050270815992422
678,gauss,2,500,2,,0.2799700152365614,hsic,0.033181678976351756
679,gauss,2,500,2,,0.039685026299205,tka,0.9866532324702527
680,gauss,2,500,2,,396.85026299204964,ctka,0.8638535255874202
681,gauss,3,500,2,,0.6467670473307154,hsic,0.025127475493870358
682,gauss,3,500,2,,0.039685026299205,tka,0.9898937256909924
683,gauss,3,500,2,,396.85026299204964,ctka,0.5636009095984679
684,gauss,4,500,2,,0.25509825071264086,hsic,0.04699861133703614
685,gauss,4,500,2,,0.039685026299205,tka,0.982667909694065
686,gauss,4,500,2,,396.85026299204964,ctka,0.736198109970566
687,gauss,5,500,2,,0.3701038834778718,hsic,0.050315873141227395
688,gauss,5,500,2,,0.039685026299205,tka,0.992031590325819
689,gauss,5,500,2,,0.039685026299205,ctka,0.789030885512536
690,gauss,1,500,3,,0.20224308181878134,hsic,0.04661230230884764
691,gauss,1,500,3,,314.62473766045645,tka,0.9926908705936346
692,gauss,1,500,3,,314.62473766045645,ctka,0.99270081571164
693,gauss,2,500,3,,0.13939831137651182,hsic,0.045128866339748865
694,gauss,2,500,3,,314.62473766045645,tka,0.9971379066915738
695,gauss,2,500,3,,314.62473766045645,ctka,0.9971432404412941
696,gauss,3,500,3,,0.18427636383529128,hsic,0.028109661810220624
697,gauss,3,500,3,,314.62473766045645,tka,0.9861914462812508
698,gauss,3,500,3,,314.62473766045645,ctka,0.9862194731937117
699,gauss,4,500,3,,0.13939831137651182,hsic,0.046685076793162424
700,gauss,4,500,3,,314.62473766045645,tka,0.9924462226333155
701,gauss,4,500,3,,314.62473766045645,ctka,0.9924591180915786
702,gauss,5,500,3,,0.15298947464753845,hsic,0.054113358729060757
703,gauss,5,500,3,,314.62473766045645,tka,0.9983173598907972
704,gauss,5,500,3,,314.62473766045645,ctka,0.9983205063009494
705,gauss,1,500,10,,0.014213378685721163,hsic,0.03823405134054239
706,gauss,1,500,10,,142.13378685721165,tka,0.9999999999999999
707,gauss,1,500,10,,15.240540078718968,ctka,0.9999999999999957
708,gauss,2,500,10,,0.014213378685721163,hsic,0.04117170732133118
709,gauss,2,500,10,,142.13378685721165,tka,0.9999999999999999
710,gauss,2,500,10,,10.504713102340503,ctka,0.9999999999999944
711,gauss,3,500,10,,0.014213378685721163,hsic,0.037632751351670574
712,gauss,3,500,10,,142.13378685721165,tka,0.9999999999999999
713,gauss,3,500,10,,11.528909661677435,ctka,1.0000000000000013
714,gauss,4,500,10,,0.014213378685721163,hsic,0.04111229308343697
715,gauss,4,500,10,,142.13378685721165,tka,0.9999999999999999
716,gauss,4,500,10,,11.528909661677435,ctka,1.000000000000003
717,gauss,5,500,10,,0.014213378685721163,hsic,0.034790924956824676
718,gauss,5,500,10,,142.13378685721165,tka,0.9999999999999999
719,gauss,5,500,10,,7.240491268191301,ctka,0.9999999999999934
720,gauss,1,500,50,,69.21321413420472,hsic,0.001996
721,gauss,1,500,50,,69.21321413420472,tka,0.9999999999999999
722,gauss,1,500,50,,0.05358927806574678,ctka,0.9999999999999992
723,gauss,2,500,50,,69.21321413420472,hsic,0.001996
724,gauss,2,500,50,,69.21321413420472,tka,0.9999999999999999
725,gauss,2,500,50,,0.04882855430062514,ctka,0.999999999999999
726,gauss,3,500,50,,69.21321413420472,hsic,0.001996
727,gauss,3,500,50,,69.21321413420472,tka,0.9999999999999999
728,gauss,3,500,50,,0.05358927806574678,ctka,0.9999999999999993
729,gauss,4,500,50,,69.21321413420472,hsic,0.001996
730,gauss,4,500,50,,69.21321413420472,tka,0.9999999999999999
731,gauss,4,500,50,,0.05358927806574678,ctka,0.9999999999999996
732,gauss,5,500,50,,69.21321413420472,hsic,0.001996
733,gauss,5,500,50,,69.21321413420472,tka,0.9999999999999999
734,gauss,5,500,50,,0.05358927806574678,ctka,1.0
735,gauss,1,500,100,,59.968353268861726,hsic,0.001996
736,gauss,1,500,100,,59.968353268861726,tka,0.9999999999999999
737,gauss,1,500,100,,0.011501392010995074,ctka,0.9999999999999996
738,gauss,2,500,100,,59.968353268861726,hsic,0.001996
739,gauss,2,500,100,,59.968353268861726,tka,0.9999999999999999
740,gauss,2,500,100,,0.010479640043902946,ctka,1.0000000000000002
741,gauss,3,500,100,,59.968353268861726,hsic,0.001996
742,gauss,3,500,100,,59.968353268861726,tka,0.9999999999999999
743,gauss,3,500,100,,0.010479640043902946,ctka,0.9999999999999999
744,gauss,4,500,100,,59.968353268861726,hsic,0.001996
745,gauss,4,500,100,,59.968353268861726,tka,0.9999999999999999
746,gauss,4,500,100,,0.009548657705500849,ctka,0.9999999999999999
747,gauss,5,500,100,,59.968353268861726,hsic,0.001996
748,gauss,5,500,100,,59.968353268861726,tka,0.9999999999999999
749,gauss,5,500,100,,0.011501392010995074,ctka,0.9999999999999999
750,gauss,1,1000,2,,0.4663016734416095,hsic,0.027272552721098225
751,gauss,1,1000,2,,0.04999999999999999,tka,0.9894527477425917
752,gauss,1,1000,2,,500.0000000000001,ctka,0.6039078741065004
753,gauss,2,1000,2,,0.2928510409028331,hsic,0.03315375334464435
754,gauss,2,1000,2,,0.04999999999999999,tka,0.9813773008011161
755,gauss,2,1000,2,,500.0000000000001,ctka,0.8131320487979249
756,gauss,3,1000,2,,0.6765238872899032,hsic,0.024833809199690124
757,gauss,3,1000,2,,0.04999999999999999,tka,0.9871314157165489
758,gauss,3,1000,2,,500.0000000000001,ctka,0.42706094491656066
759,gauss,4,1000,2,,0.24313007900326739,hsic,0.044866814867346026
760,gauss,4,1000,2,,0.04999999999999999,tka,0.9750735879503838
761,gauss,4,1000,2,,500.0000000000001,ctka,0.629275102693621
762,gauss,5,1000,2,,0.35274011553593193,hsic,0.04666928422479068
763,gauss,5,1000,2,,0.04999999999999999,tka,0.9887641999676322
764,gauss,5,1000,2,,0.04999999999999999,ctka,0.7500490167277702
765,gauss,1,1000,3,,0.2046794135221221,hsic,0.04649753911578719
766,gauss,1,1000,3,,383.5318511585978,tka,0.987297621394493
767,gauss,1,1000,3,,383.5318511585978,ctka,0.9873083944720727
768,gauss,2,1000,3,,0.1410775803153775,hsic,0.0446888388545016
769,gauss,2,1000,3,,383.5318511585978,tka,0.9955789937068066
770,gauss,2,1000,3,,383.5318511585978,ctka,0.9955829445488019
771,gauss,3,1000,3,,0.18649625854491855,hsic,0.028518295106528126
772,gauss,3,1000,3,,383.5318511585978,tka,0.9800910585683072
773,gauss,3,1000,3,,383.5318511585978,ctka,0.9801105576363791
774,gauss,4,1000,3,,0.12854463690626372,hsic,0.045453698583867864
775,gauss,4,1000,3,,383.5318511585978,tka,0.9873848338002069
776,gauss,4,1000,3,,383.5318511585978,ctka,0.9873973329338896
777,gauss,5,1000,3,,0.15483247023487443,hsic,0.052323377023206656
